"id_final","name_final","elevation","z_max","z_mean","area_Ha","DV","form_DV","V","source","lon","lat"
"LID 41305","Lake Clearwater",667,19.38,2.49535345841241,204.6508,0.38627762514124,"Convex",5106760.81546866,"LERNZmp",171.04329380389,-43.603386401441
"LID 41306","Lake Camp",675.90100097656,19.021,5.66863895191574,47.1256,0.894060083893971,"Convex",2671380.117924,"LERNZmp",171.05629901809,-43.6149414288885
"LID 41314","Waahi",8,4.95,1.73127268415817,627.588,1.04925617221707,"Convex",10865259.6130546,"LERNZmp",175.128522494492,-37.5606186781872
"LID 41354","Lake Roundabout",656.00299072266,1.753,0.861676321237663,13.2028,1.47463146817626,"Convex",113765.401340366,"LERNZmp",171.095152896793,-43.6229655854131
"LID 41772","Hooker Lake",894.38897705078,149.529,61.0671360004543,151.056,1.22518981603142,"Convex",92245572.9568462,"LERNZmp",170.109404176047,-43.6778139607212
"LID 43649","Lake Vincent",16.842380523682,8.912,4.81925031439474,16.3352,1.62227905556376,"Concave",787234.177357009,"LERNZmp",168.823183978059,-46.5924027534525
"LID 43668","The Reservoir",9.4909830093384,9.591,6.08852214421384,50.578,1.90444859062053,"Concave",3079452.73010048,"LERNZmp",169.062798218145,-46.6547785622725
"LID 44391",NA,2.38754463195801,16,NA,608.110039730406,NA,NA,NA,"LERNZmp",170.095371874417,-46.0135741800223
"LID 44694",NA,0,1,NA,183.743610972325,NA,NA,NA,"LERNZmp",170.109587496397,-45.9689412742066
"LID 45151",NA,388,29.8,NA,1818.03962372601,NA,NA,NA,"LERNZmp",169.959580208368,-45.8462497328382
"LID 45514","Ohau",520,129,78.4599070196639,5795.3276,1.8246490004573,"Concave",4547008646.44492,"LERNZmp",169.849096974531,-44.2313133102929
"LID 45683",NA,300.201171875,12,NA,8.95890621427167,NA,NA,NA,"LERNZmp",169.965501713407,-43.4393164444305
"LID 45724","Maori Lakes W",618.48297119141,2.843,1.494873496345,9.8556,1.57742542702603,"Concave",147328.752305778,"LERNZmp",171.167756410802,-43.5699885431504
"LID 45726","Maori Lakes W minor",618.49798583984,1.878,1.00973306974246,1.792,1.61299212418924,"Concave",18094.4166097849,"LERNZmp",171.172354286268,-43.5703454770492
"LID 45818","Kawaupaka",0.1,21.44,11.363450312798,10.156,1.59003502511166,"Concave",1154072.01376777,"LERNZmp",174.458525595841,-36.8949769175733
"LID 45819","Wainamu",0.1,13.49,7.17416264258772,15.5384,1.59544017255472,"Concave",1114750.08805585,"LERNZmp",174.466924579437,-36.889207235016
"LID 45935","Okaihau",0.1,11.41,5.6116411838048,4.4656,1.47545342256042,"Convex",250593.448703987,"LERNZmp",174.44020531981,-36.8092413139941
"LID 46564","Pukaki",529,103.4,50.8753197462339,17419.7448,1.47607310675727,"Convex",8862350865.97795,"LERNZmp",170.174409456368,-44.0478623467585
"LID 46723","Moeraki",6,43.09,18.033507505655,242.1032,1.25552384583349,"Convex",43659698.743431,"LERNZmp",169.278706716328,-43.7280311271934
"LID 46725","Paringa",16,55.78,26.6469672951165,474.894,1.43314632279221,"Convex",126544848.86647,"LERNZmp",169.41426143119,-43.7143955502169
